,si,sj,ei,ej,rij
0,0.339967,0.325,0.359824,0.71128,1.0535774579972745
1,0.339967,0.325,0.359824,0.71128,1.1019196250180863
2,0.339967,0.325,0.359824,0.71128,1.04776571331572
3,0.339967,0.325,0.359824,0.71128,1.1270724466510564
4,0.339967,0.325,0.359824,0.71128,1.133724596187275
5,0.339967,0.325,0.359824,0.71128,1.0514043988875073
6,0.339967,0.325,0.359824,0.71128,1.0844502247682923
7,0.339967,0.325,0.359824,0.71128,0.9925925750276393
8,0.339967,0.325,0.359824,0.71128,1.0648930697492587
9,0.339967,0.325,0.359824,0.71128,1.1121028279795
10,0.339967,0.325,0.359824,0.71128,1.1185442369437164
11,0.339967,0.325,0.359824,0.71128,1.0660318991474882
12,0.339967,0.325,0.359824,0.71128,0.9716361304521354
13,0.339967,0.325,0.359824,0.71128,1.0367570978778022
14,0.339967,0.325,0.359824,0.71128,1.127820313702498
15,0.339967,0.325,0.359824,0.71128,1.1104518764899267
16,0.339967,0.325,0.359824,0.71128,1.0377659177290415
17,0.339967,0.325,0.359824,0.71128,1.0374900577836879
18,0.339967,0.325,0.359824,0.71128,0.9428072337439928
19,0.339967,0.325,0.359824,0.71128,1.1259495459388933
20,0.339967,0.325,0.359824,0.71128,1.1202097169726741
21,0.339967,0.325,0.359824,0.71128,0.9644753444230701
22,0.339967,0.325,0.359824,0.71128,0.9243778285960776
23,0.339967,0.325,0.359824,0.71128,0.9403589155210896
24,0.339967,0.325,0.359824,0.71128,1.1079975586615705
25,0.339967,0.325,0.359824,0.71128,0.9717606598334796
26,0.339967,0.325,0.359824,0.71128,0.9794866920994892
27,0.339967,0.325,0.359824,0.71128,0.8181733312691143
28,0.339967,0.325,0.359824,0.71128,1.0983616571967536
29,0.339967,0.325,0.359824,0.71128,1.0531654238532515
30,0.339967,0.325,0.359824,0.71128,1.0910582844193062
31,0.339967,0.325,0.359824,0.71128,1.0308308978683165
32,0.339967,0.325,0.359824,0.71128,0.8848251352668502
33,0.339967,0.325,0.359824,0.71128,0.8576104185467899
34,0.339967,0.325,0.359824,0.71128,1.0423986473513864
35,0.339967,0.325,0.359824,0.71128,1.1007290220576538
36,0.339967,0.325,0.359824,0.71128,1.0076373702875452
37,0.339967,0.325,0.359824,0.71128,0.9977227771279956
38,0.339967,0.325,0.359824,0.71128,0.8059142013887085
39,0.339967,0.325,0.359824,0.71128,0.661749718549241
40,0.339967,0.325,0.359824,0.71128,0.6474572495539764
41,0.339967,0.325,0.359824,0.71128,0.5927059051502686
42,0.339967,0.325,0.359824,0.71128,0.6379992711594581
43,0.339967,0.325,0.359824,0.71128,0.6681155064807279
44,0.339967,0.325,0.359824,0.71128,0.6579757518328473
45,0.339967,0.325,0.359824,0.71128,0.6145043612538477
46,0.339967,0.325,0.359824,0.71128,0.6107515534159533
47,0.339967,0.325,0.359824,0.71128,0.5413897948798077
48,0.339967,0.325,0.359824,0.71128,0.722909586324597
49,0.339967,0.325,0.359824,0.71128,0.7748028717035059
50,0.339967,0.325,0.359824,0.71128,0.560830553732587
51,0.339967,0.325,0.359824,0.71128,0.7006065800433217
52,0.339967,0.325,0.359824,0.71128,0.7319161768945942
53,0.339967,0.325,0.359824,0.71128,0.7034652372363539
54,0.339967,0.325,0.359824,0.71128,0.5360797795104756
55,0.339967,0.325,0.359824,0.71128,0.5946046838026087
56,0.339967,0.325,0.359824,0.71128,0.8578332122271791
57,0.339967,0.325,0.359824,0.71128,0.7380177843385624
58,0.339967,0.325,0.359824,0.71128,0.781796399326577
59,0.339967,0.325,0.359824,0.71128,0.8428318812194991
60,0.339967,0.325,0.359824,0.71128,0.8435999703651013
61,0.339967,0.325,0.359824,0.71128,0.8935831858310679
62,0.339967,0.325,0.359824,0.71128,1.0289048255305249
63,0.339967,0.325,0.359824,0.71128,0.8672952323171154
64,0.339967,0.325,0.359824,0.71128,0.7141749225504918
65,0.339967,0.325,0.359824,0.71128,0.916669613328597
66,0.339967,0.325,0.359824,0.71128,1.03826191782228
67,0.339967,0.325,0.359824,0.71128,1.0609210997996037
68,0.339967,0.325,0.359824,0.71128,1.1025494229285142
69,0.339967,0.325,0.359824,0.71128,0.9545378881951202
70,0.339967,0.325,0.359824,0.71128,0.7978431236778311
71,0.339967,0.325,0.359824,0.71128,0.9217647693419401
72,0.339967,0.325,0.359824,0.71128,1.0065691729831594
73,0.339967,0.325,0.359824,0.71128,0.9369477146564787
74,0.339967,0.325,0.359824,0.71128,0.9733119695144007
75,0.339967,0.325,0.359824,0.71128,1.1065005015814486
76,0.339967,0.325,0.359824,0.71128,1.0690437502740475
77,0.339967,0.325,0.359824,0.71128,1.059260562845611
78,0.339967,0.325,0.359824,0.71128,0.9392006974017856
79,0.339967,0.325,0.359824,0.71128,0.8502831587183174
80,0.339967,0.325,0.359824,0.71128,0.8038708727152634
81,0.339967,0.325,0.359824,0.71128,0.7371830776679558
82,0.339967,0.325,0.359824,0.71128,0.7899545366665092
83,0.339967,0.325,0.359824,0.71128,0.7391166146150419
84,0.339967,0.325,0.359824,0.71128,0.7199685062556562
85,0.339967,0.325,0.359824,0.71128,0.8596384821539812
86,0.339967,0.325,0.359824,0.71128,0.6904172723795369
87,0.339967,0.325,0.359824,0.71128,0.8932960371567754
88,0.339967,0.325,0.359824,0.71128,0.6489344573992041
89,0.339967,0.325,0.359824,0.71128,0.8196145984546646
90,0.339967,0.325,0.359824,0.71128,0.650885312478319
91,0.339967,0.325,0.359824,0.71128,0.9056838024387979
92,0.339967,0.325,0.359824,0.71128,0.833550970247171
93,0.339967,0.325,0.359824,0.71128,0.8658175847140087
94,0.339967,0.325,0.359824,0.71128,0.926146781023397
95,0.339967,0.325,0.359824,0.71128,0.783384943689882
96,0.339967,0.325,0.359824,0.71128,0.6086720052704901
97,0.339967,0.325,0.359824,0.71128,0.6843270709244234
98,0.339967,0.325,0.359824,0.71128,0.6496095904464477
99,0.339967,0.325,0.359824,0.71128,0.6167526894955551
100,0.339967,0.325,0.359824,0.71128,0.7567039117118393
101,0.339967,0.325,0.359824,0.71128,0.798426439942967
102,0.339967,0.325,0.359824,0.71128,0.5596178517524248
103,0.339967,0.325,0.359824,0.71128,0.5644950132640675
104,0.339967,0.325,0.359824,0.71128,0.5169191039224615
105,0.339967,0.325,0.359824,0.71128,0.501010349194505
106,0.339967,0.325,0.359824,0.71128,0.6520294855296037
107,0.339967,0.325,0.359824,0.71128,0.6300158886885315
108,0.339967,0.325,0.359824,0.71128,0.8472673072885551
109,0.339967,0.325,0.359824,0.71128,0.9828826481325232
110,0.339967,0.325,0.359824,0.71128,1.0505092574556398
111,0.339967,0.325,0.359824,0.71128,1.0770314990751209
112,0.339967,0.325,0.359824,0.71128,0.9883246733740892
113,0.339967,0.325,0.359824,0.71128,1.089760987556446
114,0.339967,0.325,0.359824,0.71128,1.0495253879730588
115,0.339967,0.325,0.359824,0.71128,0.8320948383447642
116,0.339967,0.325,0.359824,0.71128,1.0375257972696383
117,0.339967,0.325,0.359824,0.71128,1.1203714294822058
118,0.339967,0.325,0.359824,0.71128,1.0843650215679221
119,0.339967,0.325,0.359824,0.71128,1.04441877616213
120,0.339967,0.325,0.359824,0.71128,0.9835393383083372
121,0.339967,0.325,0.359824,0.71128,0.9620162732511336
122,0.339967,0.325,0.359824,0.71128,0.9557006278118698
123,0.339967,0.325,0.359824,0.71128,1.0064385773607858
124,0.339967,0.325,0.359824,0.71128,1.0745032992038697
125,0.339967,0.325,0.359824,0.71128,0.8234345632774965
126,0.339967,0.325,0.359824,0.71128,0.7656322158843639
127,0.339967,0.325,0.359824,0.71128,0.6631227940585371
128,0.339967,0.325,0.359824,0.71128,0.7090391667602013
129,0.339967,0.325,0.359824,0.71128,0.5527734617363609
130,0.339967,0.325,0.359824,0.71128,1.0336328990507226
131,0.339967,0.325,0.359824,0.71128,0.8572474730204812
132,0.339967,0.325,0.359824,0.71128,0.7596662490857417
133,0.339967,0.325,0.359824,0.71128,0.734288594491293
134,0.339967,0.325,0.359824,0.71128,0.8531367358167149
135,0.339967,0.325,0.359824,0.71128,0.8860964168757262
136,0.339967,0.325,0.359824,0.71128,0.9979109779935273
137,0.339967,0.325,0.359824,0.71128,1.066829574018269
138,0.339967,0.325,0.359824,0.71128,1.0632637349218672
139,0.339967,0.325,0.359824,0.71128,0.948692373743987
140,0.339967,0.325,0.359824,0.71128,0.9311940560377315
141,0.339967,0.325,0.359824,0.71128,1.0026266453670578
142,0.339967,0.325,0.359824,0.71128,1.0309514683048855
143,0.339967,0.325,0.359824,0.71128,1.0646582033685745
144,0.339967,0.325,0.359824,0.71128,0.8572367059336647
145,0.339967,0.325,0.359824,0.71128,0.8951510822202016
146,0.339967,0.325,0.359824,0.71128,0.9587133095978171
147,0.339967,0.325,0.359824,0.71128,0.8727918136646331
148,0.339967,0.325,0.359824,0.71128,1.0326788658629558
149,0.339967,0.325,0.359824,0.71128,1.0583431674083794
150,0.339967,0.325,0.359824,0.71128,1.077609303040764
151,0.339967,0.325,0.359824,0.71128,0.9288435228820837
152,0.339967,0.325,0.359824,0.71128,1.0779319180727513
153,0.339967,0.325,0.359824,0.71128,0.9137370135876074
154,0.339967,0.325,0.359824,0.71128,1.0692638589235122
155,0.339967,0.325,0.359824,0.71128,0.8949882066262096
156,0.339967,0.325,0.359824,0.71128,0.8428256937232039
157,0.339967,0.325,0.359824,0.71128,0.9217738388563655
158,0.339967,0.325,0.359824,0.71128,1.1230612717033739
159,0.339967,0.325,0.359824,0.71128,1.045010186553222
160,0.339967,0.325,0.359824,0.71128,1.1014942986688587
161,0.339967,0.325,0.359824,0.71128,0.991939035425061
162,0.339967,0.325,0.359824,0.71128,0.8539847773818925
163,0.339967,0.325,0.359824,0.71128,0.7933468031069392
164,0.339967,0.325,0.359824,0.71128,1.0228263049022555
165,0.339967,0.325,0.359824,0.71128,1.0024361675438491
166,0.339967,0.325,0.359824,0.71128,1.0984857623110094
167,0.339967,0.325,0.359824,0.71128,0.8944435700478817
168,0.339967,0.325,0.359824,0.71128,0.9453221408599295
169,0.339967,0.325,0.359824,0.71128,0.7751202100319673
170,0.339967,0.325,0.359824,0.71128,1.0687027322880767
171,0.339967,0.325,0.359824,0.71128,0.8904106973750927
172,0.339967,0.325,0.359824,0.71128,0.7071175998375379
173,0.339967,0.325,0.359824,0.71128,0.7716929765133284
174,0.339967,0.325,0.359824,0.71128,1.0082568075644225
175,0.339967,0.325,0.359824,0.71128,1.1316336421298192
176,0.339967,0.325,0.359824,0.71128,0.9776387778724819
177,0.339967,0.325,0.359824,0.71128,0.7539440032257043
178,0.339967,0.325,0.359824,0.71128,0.9536542088199478
179,0.339967,0.325,0.359824,0.71128,0.6210010708525388
180,0.339967,0.325,0.359824,0.71128,0.7447073854877493
181,0.339967,0.325,0.359824,0.71128,0.8240834484443917
182,0.339967,0.325,0.359824,0.71128,0.7052495373979348
183,0.339967,0.325,0.359824,0.71128,0.7161283823449531
184,0.339967,0.325,0.359824,0.71128,0.6251087905316967
185,0.339967,0.325,0.359824,0.71128,0.7195610467500312
186,0.339967,0.325,0.359824,0.71128,0.6248764517886717
187,0.339967,0.325,0.359824,0.71128,0.47968048740802527
188,0.339967,0.325,0.359824,0.71128,0.6957223368557317
189,0.339967,0.325,0.359824,0.71128,0.6165696473229935
190,0.339967,0.325,0.359824,0.71128,0.8111258718596024
191,0.339967,0.325,0.359824,0.71128,0.740074901614695
192,0.339967,0.325,0.359824,0.71128,0.6399148380839438
193,0.339967,0.325,0.359824,0.71128,0.4504494977242173
194,0.339967,0.325,0.359824,0.71128,0.4900716478230507
195,0.339967,0.325,0.359824,0.71128,0.4292446388715881
196,0.339967,0.325,0.359824,0.71128,0.7800152626711864
197,0.339967,0.325,0.359824,0.71128,0.6390452722616764
198,0.339967,0.325,0.359824,0.71128,0.7444948488740535
199,0.339967,0.325,0.359824,0.71128,0.8971908604081962
200,0.339967,0.325,0.359824,0.71128,0.8416595867689026
201,0.339967,0.325,0.359824,0.71128,0.8859662183176065
202,0.339967,0.325,0.359824,0.71128,0.8512343508106334
203,0.339967,0.325,0.359824,0.71128,0.8044424839601648
204,0.339967,0.325,0.359824,0.71128,1.0363797421794774
205,0.339967,0.325,0.359824,0.71128,1.1081546552715467
206,0.339967,0.325,0.359824,0.71128,0.8558962261863293
207,0.339967,0.325,0.359824,0.71128,1.0686360371988213
208,0.339967,0.325,0.359824,0.71128,1.079548743688769
209,0.339967,0.325,0.359824,0.71128,1.0816897383261064
210,0.339967,0.325,0.359824,0.71128,1.094756447800149
211,0.339967,0.325,0.359824,0.71128,0.9181464480136049
212,0.339967,0.325,0.359824,0.71128,0.8986431104726724
213,0.339967,0.325,0.359824,0.71128,0.903109129618342
214,0.339967,0.325,0.359824,0.71128,0.770762959670482
215,0.339967,0.325,0.359824,0.71128,0.7770094787066628
216,0.339967,0.325,0.359824,0.71128,0.9719986882707204
217,0.339967,0.325,0.359824,0.71128,1.0977292334633346
218,0.339967,0.325,0.359824,0.71128,1.0245270665043453
219,0.339967,0.325,0.359824,0.71128,0.9756180297636987
220,0.339967,0.325,0.359824,0.71128,0.9081357938105951
221,0.339967,0.325,0.359824,0.71128,1.0775173084456693
222,0.339967,0.325,0.359824,0.71128,0.9505381738783565
223,0.339967,0.325,0.359824,0.71128,0.951466899056399
224,0.339967,0.325,0.359824,0.71128,1.1032623033531053
225,0.339967,0.325,0.359824,0.71128,1.0750061627730323
226,0.339967,0.325,0.359824,0.71128,0.6698189083625514
227,0.339967,0.325,0.359824,0.71128,0.5485913415284649
228,0.339967,0.325,0.359824,0.71128,0.495643319333571
229,0.339967,0.325,0.359824,0.71128,0.47589063869759035
230,0.339967,0.325,0.359824,0.71128,0.45455543116324126
231,0.339967,0.325,0.359824,0.71128,0.5178374358811851
